Subject,Count
complex numbers,1
passionnés d'informatique,1
british,1
cost action 277 (project),1
robot dynamics,1
robot control,1
roving vehicles,1
social psychiatry,1
voice,1
speech perception,1
datentechnik,1
computerindustrie,1
numbers,1
complex,1
pirates -- fiction,1
industrial marketing,1
lorenz cipher system,1
personal narratives,1
computers / programming languages / c++,1
programming languages - c++,1
computer bks - languages / programming,1
literary collections,1
industria de computadoras,1
internationale economie,1
révolution informatique,1
conditions économiques,1
national,1
social contract,1
typology (linguistics),1
pirates,1
space stations -- fiction,1
study and teaching (middle school),1
c & visual c,1
java & variants,1
trades & technology -> technology & engineering -> robotics,1
interpreters (computer programs),1
audio-visual education,1
trades & technology -> technology & engineering -> telecommunications,1
sct11006,1
sct24035,1
4539,1
4404,1
nyt:young-adult-hardcover=2015-11-08,1
société de l'information,1
westerns,1
alice (computer program language),1
alice (electronic resource : carnegie-mellon university. stage3 research group),1
time-sharing computer systems,1
angels,1
processamento de dados,1
computer scheduling,1
historical fiction,1
triangles,1
falklands war,1
love triangles,1
london (england),1
nyt:hardcover-fiction=2019-05-12,1
triangles (interpersonal relations),1
automatic data processing,1
lawyers,1
malpractice,1
malpractice insurance,1
avocats,1
responsabilité professionnelle,1
assurance de responsabilité professionnelle,1
agricultural instruments,1
linearisation techniques,1
laplace transforms,1
state estimation,1
expertensystem (datenverarbeitung),1
data-analyse,1
exploration de donnés (informatique),1
ouvrages pour la jeunesse,1
orientation professionnelle,1
optimisation,1
feedback (electronics),1
frequency response (dynamics),1
optimisation .,1
discrete systems,1
feedback,1
multivariable systems,1
quasilinearization,1
integer programming,1
rhetoric,1
control system synthesis,1
control nonlinearities,1
learning systems,1
frequency response,1
distributed control,1
laplace transformation,1
chance,1
calculus of variations and optimal control; optimization,1
philosophy of nature,1
novela de intriga,1
shades and shadows,1
descriptive,1
cylinders,1
pragmatism,1
frankenstein's monster (fictitious character),1
cognitive systems,1
entwurfsmuster,1
task,1
latin america,1
social choice,1
preferences (philosophy),1
context (linguistics),1
anthropological linguistics,1
evoked potentials,1
human anatomy & physiology,1
broadcasting,1
structural health monitoring,1
nondestructive testing,1
computer adaptive testing,1
frankenstein (fictitious character),1
theoretical and computational chemistry,1
prolog (programmiersprache),1
programmation prolog,1
nyt:hardcover-fiction=2018-09-30,1
ship captains,1
juan cabrillo (fictitious character),1
nyt:mass-market-monthly=2019-10-13,1
watermarks,1
youtube (electronic resource),1
occupations,1
matrices,1
biotechnological process control,1
biotechnological process monitoring,1
biométrie,1
histology,1
microbial genetics,1
political planning,1
citizen participation,1
personal information management,1
gruppo ricercatori e utenti logic programming,1
dreidimensionales maschinelles sehen,1
automatische kartierung,1
laserscanner,1
registrierung <bildverarbeitung>,1
deception,1
fiction / psychological,1
husbands,1
wives,1
teddy bears,1
toys,1
electronic government,1
disclosure of information,1
biostatistik,1
culture. 0,1
mobile agent systems,1
mathematical modelling,1
physical & theoretical,1
quantum & theoretical chemistry,1
apocalyptic fiction,1
married women,1
asia,1
pacific area,1
graphentheorie,1
intrinsic motivation,1
counting,1
fuzzy languages,1
actresses,1
continuum damage mechanics,1
haute tension,1
condition monitoring,1
fault diagnosis,1
high-voltage techniques,1
insulating materials,1
insulation testing,1
biology--data processing,1
q325.75 .h37 2009,1
lachen,1
structured programming,1
animal welfare,1
speciesism,1
relations homme-animal,1
spécisme,1
electric insulators and insulation,1
high voltages,1
text processing (translators (computer programs),1
spiritual warfare,1
synthetic biology,1
digitales nachrichtenu bertragungssystem,1
telefon,1
gestaltung,1
algebraische methode,1
bewegung,1
question-answering system,1
conceptual graph,1
reasoning system,1
lehrbuch,1
electric welding,1
nervous system physiological phenomena,1
formale syntax,1
formale grammatik,1
incongruity,1
distributed operating systems (computers),1
immunsystem,1
evolutionsstrategie,1
rio de janeiro (brazil),1
jazz,1
free jazz,1
appreciation,1
2912,1
terrorisme,1
prévention,1
biotic communities,1
immersion (virtuelle realität),1
image reconstruction,1
high resolution imaging,1
knowledge bases,1
suco11649,1
sci23050,1
scl17004,1
biological sciences & nutrition -> biology -> life sciences general,1
career & trade -> computer science -> computer science,1
3820,1
2923,1
3921,1
006.3'1 22,1
career & trade -> computer science -> machine theory,1
social sciences -> philosophy -> logic & critical reasoning,1
social sciences -> social sciences -> future studies,1
mathematics & statistics -> mathematics -> probability,1
scm27004,1
sci18030,1
scs11001,1
multispektraltechnik,1
objektverfolgung,1
videobearbeitung,1
adaptive signal processing,1
bildinformatik,1
gestik,1
zeichensprache,1
gegenständliche benutzeroberfläche,1
hiding places,1
enemies,1
novelists,1
american novelists,1
problem selving,1
improvisation (music),1
systembiologie,1
farbbildverarbeitung,1
vie extraterrestre,1
vol spatial,1
long earth (imaginary place),1
natural disasters,1
trolls,1
inventors,1
steampunk,1
gene hacking,1
music theory,1
q335 .l84 2009,1
quests (expeditions),1
ebook,1
adult,1
award:hugo_award=2014,1
quête,1
vengeance,1
personal robotics,1
semantische modellierung,1
semantische interpretatie,1
modellen (vorm),1
körpersprache,1
erweiterte realität (informatik),1
remote sensing technology,1
littérature,1
programmtransformation,1
programmsynthese,1
microarray analysis,1
dna sequence analysis,1
graphical modeling (statistics),1
statistical matching,1
electronic data processing personnel,1
certification,1
document clustering,1
regroupement des documents (informatique),1
classification automatique (statistique),1
textverarbeitung,1
text mining,1
electrocardiography,1
pavements,1
computer capacity,1
kollaboration <informatik>,1
diagnosesystem,1
re seau neuronal (informatique),1
exploration de donne es,1
biomedizinische technik,1
molekulare bioinformatik,1
fuzzy-regelsystem,1
fuzzy-regelung,1
kognitives schema,1
biokybernetik,1
kollisionsschutz,1
autonomes system,1
produktionsplanung,1
reihenfolgeproblem,1
kritische informationsinfrastruktur,1
betriebliches informationssystem,1
diagrams,1
comnuter-assisted,1
electric transformers,1
three-dimensional imaging in medicine,1
image registration,1
artificial intelligence -- philosophy,1
fussball,1
zeitwahrnehmung,1
transgender people,1
sex dolls,1
apocalyptic & post-apocalyptic,1
bioterrorism,1
bioterrorisme,1
award:hugo_award=2010,1
business forecasting,1
charts,1
10.00 humanities: general,1
netl,1
netl (système informatique),1
network language,1
netl (système d'ordinateur),1
ciencia da computacao ou informatica,1
poetry (poetic works by one author),1
gothic,1
child,1
hermeneutics,1
mines and mineral resources,1
toepassingen,1
conceptual structures (informa,1
life sciences - biophysics,1
automatic checkout equipment,1
structural adjustment (economic policy),1
moi (philosophie),1
esthétique,1
notatie,1
jeux,1
nursing homes,1
enfants,1
kognitive entwicklung,1
infant,1
translations into english,1
litchi,1
in infancy & childhood,1
kind,1
black holes (astronomy),1
self (philosophy),1
intellect.,1
musicologie,1
biological phenomena,1
arduino (programmable controller),1
collocation (linguistics),1
labview,1
emotions in animals,1
clinical psychology,1
middle school students,1
fascism,1
funktionale programmiersprache,1
aids and devices,1
photonics laser technology,1
lasers,1
streaming video,1
computers / computer graphics,1
statistiques,1
software patterns,1
telekommunikation,1
drahtloses sensorsystem,1
computer science literature,1
gene regulatory networks,1
endoscopic surgery,1
laparoscopic surgery,1
organic chemistry,1
dendral,1
sound,1
hearing,1
harmonic analysis,1
08.38 ethics,1
ethiek,1
politics,1
nafai (fictitious character),1
oversoul,1
personenbezogene daten,1
gesicht,1
handschrift <graphologie>,1
unterschrift,1
identitätsverwaltung,1
handschrift (graphologie),1
communication in engineering,1
photogrammetry,1
da vinci,1
1452-1519,1
mathematics in music,1
intuitionistic mathematics,1
measure theory,1
designs and plans,1
stochastische optimierung,1
mobiler agent,1
perception de la profondeur,1
gaze,1
eye movements,1
oeil,1
troubles moteurs,1
production and direction,1
sound recordings,1
leonardo,1
komplexe systeme,1
support vector machine,1
eu-staaten,1
foreign exchange,1
video recordings,1
event processing (computer science),1
energy industries,1
energy economics,1
spatial data infrastructures,1
foreign exchange market,1
devisenmarkt,1
kursprognose,1
hedging,1
wechselkurs,1
usa,1
prognoseverfahren,1
tournaments,1
statistics textbooks,1
mathematics textbooks,1
interdisciplinary research,1
syste  mes biologiques,1
me thodologie,1
path analysis,1
avatar <informatik>,1
video & electronic,1
computer games / programming,1
social sciences / mathematical models,1
aphasia,1
milliardär,1
aktienmarkt,1
geesthachter neutronenforschungseinrichtung,1
biological rhythms,1
personnages de jeux vidéo,1
nyt:combined-print-and-e-book-fiction=2021-03-21,1
romance fiction,1
paid companions (household employees),1
amitié,1
fault-tolerance computing,1
fehlertoleranz,1
nyt:hardcover_fiction=2012-01-28,1
axiomatik,1
conversation analysis,1
physical exertion,1
sportphysiologie,1
biodynamik,1
biomechanik,1
abduktion <logik>,1
architecture logicielle,1
career & trade -> electronics -> general,1
trades & technology -> industrial technology -> mechanical,1
trades & technology -> industrial design -> general,1
fallbasiertes schliessen,1
diatoms,1
visuelles datenbanksystem,1
métaphore,1
embryonalentwicklung,1
overdrive,1
accessible book,1
protected daisy,1
national aeronautics and space administration,1
legal documents,1
rechtssprache,1
production & operations management,1
business & economics -> decision sciences -> production/operations management,1
conferencias,1
fi sica,1
espacio y tiempo,1
pensamiento,1
física matématica,1
ciencia,1
física,1
computadoras,1
sonar,1
nyt:combined-print-and-e-book-nonfiction=2012-12-02,1
systeme immunitaire artificiel,1
immuno-ordinateur,1
systeme immunitaire,1
unabridged audio - misc.nonfiction,1
discursos,1
ensayos,1
method,1
based,1
system,1
virtual,1
features,1
proposed method,1
intelligent interactive,1
international conference,1
datenverwaltung,1
technology & engineering / industrial engineering,1
molecular evolution,1
psychologische aspecten,1
filosofische aspecten,1
international,1
user,1
image,1
glass construction,1
submarines,1
naval vessels,1
electrical and computer engineering,1
cast,1
systementwicklung,1
dokumentverarbeitung,1
datenfusion,1
evolutiona re systementwicklung,1
ku nstliches leben,1
evolutiona rer algorithmus,1
entwicklungsbiologie,1
evolutionäre systementwicklung,1
räumliches datenbanksystem,1
medical instruments and apparatus,1
linguistic string parser (computer grammar),1
chinese character sets (data processing),1
synchronisation,1
metadatenmodell,1
gijutsu kaihatsu,1
kenkyū kanri,1
datavetenskap,1
requirements engineering,1
information engineering,1
fuzzy graphs,1
diagramm,1
diagrammatisches schliessen,1
visuelle kommunikation,1
communication in biology,1
programmtest,1
beeinflussung,1
korean language materials,1
matematica,1
simetría,1
metamathematica,1
symétrie,1
qa9.8 .h63 1999,1
science / mathematics,1
psychology & counseling / cognitive,1
audio adult: other,1
lip print,1
knowledge level,1
berlin heidelberg,1
verlag berlin,1
built environment,1
programming language,1
quantencomputer,1
systementwurf,1
combinatorial group theory,1
middleware,1
hubble space telescope,1
heuristic methods,1
amstrad cpc series (computers),1
daia,1
literatur,1
rhetorik,1
cerveaux électroniques,1
physical & earth sciences -> science -> general,1
religion et sciences,1
drawing,1
qualitative theory,1
numerieke wiskunde,1
modellen (theorie),1
systeemtheorie,1
routing,1
lego (jouets),1
dynamique,1
exper systems (computer science),1
mathematiques,1
physique mathematique,1
mathematische fysica,1
computer checkers,1
case <informatik>,1
konzeptionelle modellierung,1
unix (computer file),1
help systems (software),1
nanonetworks,1
television quiz shows,1
funknetz,1
peer-to-peer-netz,1
moral and ethical aspects of information technology,1
relation algebras,1
fail-safe systems,1
sortal (computer program),1
wireless application protocol (computer network protocol),1
systemes de communication sans fil,1
systemplattform,1
services (industrie),1
inertial navigation systems,1
manipulators,1
magnetic resonance imaging,1
basic (computer programming language),1
inspiration,1
model-based reasoning,1
mathematical methods,1
moral and ethical aspects of electronic data processing,1
weltbild,1
simetrâi,1
goedel,1
1906-1978,1
1898-1970,1
ashram schools,1
growth,1
creativity (linguistics),1
literaturwissenschaft,1
communication in organizations,1
people with social disabilities,1
scheduled tribes,1
logics,1
teoria do conhecimento,1
symmetry,1
metamathematik,1
nanotech,1
organic nano tech,1
series,1
serial,1
serial fiction,1
ya,1
juvenile,1
free,1
terrorism and mass media,1
microcomputadoras,1
dialogverarbeitung,1
videobild,1
genes,1
action,1
nano,1
nano tech,1
manuels,1
sztuczna inteligencja,1
q335 .r86 1995,1
q335 .r86 2010,1
q335 .r86 2003,1
constraint-erfüllung,1
constraint (künstliche intelligenz),1
manasgement information systems,1
compagnies d'assurances,1
insurance companies,1
assurance,1
cyberinfrastructure,1
dentistry,1
food science,1
constraint <künstliche intelligenz>,1
guides,1
sci24040,1
6060,1
5396,1
scattering (physics),1
ordinateurs moleculaires,1
psychological adaptation,1
adaptation (psychologie),1
personnes âgées,1
telecommunication policy,1
graph grammars,1
computer multitasking,1
multitasking (computer science),1
economic theory,1
business & economics / reference,1
career & trade -> education -> educational technology,1
sci24032,1
agent <künstliche intelligenz>,1
agent (künstliche intelligenz),1
metamodell,1
owl (informatik),1
rdf (informatik),1
uml,1
theory of opposition,1
technology & engineering / telecommunications,1
freebie,1
free book,1
perma free,1
permafree,1
free ebook,1
download free ebook,1
conspiracy,1
antizipation,1
hol,1
typsystem,1
de tecteurs,1
e talonnage,1
fusion multicapteurs,1
dialogue analysis,1
microfabrication,1
association rule mining,1
indians,1
sensory evaluation,1
biologieunterricht,1
wissenschaftliches arbeiten,1
argumentation,1
financial crises,1
apprentissage par l'action,1
typentheorie,1
langage de balisage,1
normes,1
voyages dans le temps,1
chang pian xiao shuo,1
comparative linguistics,1
constraint satisfaction,1
0 gesamtdarstellung,1
langages de balisage,1
services,1
personnes handicapées,1
domotique,1
okologie,1
offenes kommunikationssystem,1
metadonnee,1
auszeichnungssprache,1
norme,1
androids in art,1
problème décomposition,1
colorado,1
translating & interpreting,1
mental work,1
climate change,1
systeemontwerp,1
pharmaceutical industry,1
digitale technieken,1
séries chronologiques,1
robot sensors,1
algebraic curves,1
algebraische kurve,1
automatische bewijsvoering,1
deduktion,1
public opinion,1
civil society,1
subversive activities,1
dialogue in literature,1
relativity (physics),1
navy center for applied research in artificial intelligence (u.s.),1
golden rule,1
paraplegics,1
image enhancement,1
data encryption (computer sicnece),1
play,1
redes de computadores,1
engenharia de programacao,1
vlsi,1
circuits integres a tres grande echelle,1
electronique numerique,1
science and civilization,1
solomon (computer program),1
subjectness,1
episteme,1
топология,1
субъектность,1
искусственный интеллект,1
эпистема,1
русь,1
génome humain,1
ressources énergétiques,1
human genome,1
forensic pathology,1
optics,1
economic aspects of automation,1
social aspects of automation,1
solomon,1
philosophy of ai,1
social impacts of ai,1
ai for social good,1
burn out (psychology),1
cognitive grammar,1
locative constructions,1
project lilog,1
space and time in language,1
superintelligence,1
transparency,1
accountability,1
future of work,1
ai policy,1
ai governance,1
ai safety,1
existential risk,1
korrektheit,1
beweis,1
objektorientierung,1
computers & information technology,1
arbeit,1
sociometric techniques,1
modeling,1
medical care -- research -- mathematical models,1
international management,1
industrial revolution,1
chinese industrial history,1
moses (computer system),1
responsibility,1
mathematische linguistik,1
sprachstatistik,1
softwarespezifikation,1
data security,1
intercultural management,1
business development,1
cyber security,1
industry 4.0,1
smart manufacturing,1
great firewall,1
cross-border data transfer,1
cybersecurity,1
information security management,1
isms,1
compliance,1
mlps,1
critical information infrastructure,1
cii,1
it-governance,1
virus diseases,1
governesses,1
women heroes,1
rifles,1
universals (linguistics),1
quantitative finance,1
k-theory,1
artificial intelligence--economic aspects,1
high technology and education,1
xiang dui lun,1
yan jiu .,1
shu xue,1
systems biology biological networks,1
umweltwahrnehmung,1
kognitive landkarte,1
geographie,1
plant physiology,1
association of ideas,1
grammars,1
constructive mathematics,1
brain stimulation,1
interstellar travel,1
androïdes -- romans,1
tj163.12,1
high dynamic range imaging,1
geodynamics,1
geophysical applications,1
multilingual computing,1
symbol grounding,1
programmation évolutive (informatique),1
physical geography,1
geographical information systems,1
information theory in the social sciences,1
nyt:combined-print-and-e-book-fiction=2015-04-05,1
nanobiotechnologie,1
molecular biologists--fiction,1
artificial life--fiction,1
ps3553.r48 p74 2002,1
813/.54,1
stone,1
just war doctrine,1
fairness,1
heat engineering,1
measuring instruments,1
digital images,1
cabinets d'avocat,1
european federation,1
songs and music,1
links and link-motion,1
plant maintenance,1
role playing,1
las vegas (nev.),1
swindlers and swindling,1
marriage,1
questions and answers,1
artillery,1
decision making--statistical methods,1
forecasting--statistical methods,1
ta347.a78 a385 2018,1
658/.0563,1
nurses,1
communication in medicine,1
fraud,1
surgical nursing,1
group problem solving,1
artistic photography,1
computer science -- artificial intelligence -- none of the above,1
statistics -- multivariate analysis -- factor analysis and principal components; correspondence analysis,1
statistics -- linear inference,1
regression -- ridge regression; shrinkage estimators,1
statistics -- parametric inference -- asymptotic properties of tests,1
statistics -- nonparametric inference -- estimation,1
electronic games,1
educational web sites,1
verbal learning,1
protein transport,1
chinese medicine,1
business & economics / leadership,1
cognitive simulation,1
design and technology,1
ka-tet,1
dark tower series,1
dark tower (imaginary place),1
roland of gilead (fictitious character),1
fantastic fiction,1
comuputers,1
office practice,1
computer service industry,1
hazel (fictitious character),1
award:hugo_award=1967,1
penal colonies,1
dark fantasy,1
riddles,1
monorails,1
velcro fly,1
paradoxes,1
openai,1
gpt-3,1
generative pre-trained transformer,1
understanding,1
понимание,1
психоанализ,1
чат-бот,1
chatbots,1
historical & comparative,1
sciences humaines,1
characters and characteristics,1
criminal profilers,1
international business enterprises,1
cloning,1
исскусственный интеллект,1
разум,1
criminal investigation,1
police questioning,1
lenguaje e idiomas,1
social scientists,1
manned space flight,1
military vehicles,1
jiao cai,1
gao deng xue xiao,1
statistics -- inference from stochastic processes -- markov processes: estimation,1
statistics -- nonparametric inference -- nonparametric regression,1
statistics -- nonparametric inference -- none of the above,1
statistics -- multivariate analysis -- hypothesis testing,1
mind-brain identity theory,1
computer terminals,1
integration (theory of knowledge),1
character,1
health & fitness / reference,1
medical / alternative medicine,1
medical / atlases,1
medical / essays,1
medical / family & general practice,1
medical / holistic medicine,1
medical / osteopathy,1
change,1
teaching materials,1
and agriculture,1
preventive,1
petrole,1
prospection,1
mathematical applications in the physical sciences,1
quality improvement,1
health & fitness / holism,1
high school students,1
summer,1
social networks -- fiction,1
high technology industries -- fiction,1
social networking -- fiction,1
high technology industry -- fiction,1
communications media,1
audiovisual aids,1
latin,1
electric power systems -- data processing,1
réseaux électriques (énergie) -- informatique,1
freedom of information,1
internet governance,1
chinese american authors,1
women authors,1
neural connection (computer program),1
aspect philosophique,1
ordinateur,1
serveurs (informatique),1
marblehead author (menard,1
andrew),1
lego mindstorms,1
lego,1
artificial intelligence--mathematical models,1
kreditwesen,1
bedrijfseconomie,1
cas,1
études de,1
developmental genetics,1
biocomputers,1
learning ability,1
humor,1
foreign economic relations,1
international economic relations,1
client/server computing,1
evolution -- fiction,1
biomedical engineers -- fiction,1
biomedical engineers,1
mathematical biology in general,1
semiotic models,1
unternehmensplanung,1
entscheidung bei mehrfacher zielsetzung,1
american drama,1
wolfram language (computer program language),1
semantique,1
logique mathematique non classique,1
nonstandard-logik,1
european union,1
connaissance sociale,1
vergleich,1
industrial research,1
imaging techniques,1
medical equipment,1
medical science,1
data management,1
computer techniques,1
nyelvpedagogia,1
examens et questions,1
etude et enseignement,1
nyelvtanulas,1
turbo c (computer file),1
turbo c (computer program),1
ai artificial intelligence turing kunstmatige intelligentie,1
configuration space,1
econometrie,1
abstracting and indexing,1
medlars,1
medline,1
fremdsprachenlernen,1
nyelvtanitas,1
taalverwerving,1
szamitogep-hasznalat,1
q336 .j68 2008,1
intelligent turoring systems,1
rheumatology,1
analysis of variance,1
bones (computer file),1
academic dissertations,1
patient care planning,1
bureautique,1
pirates informatiques,1
computer war games,1
optical images,1
chemistry - analytic,1
population dynamics,1
host-parasite coevolution,1
emergence,1
agent-based computing,1
systèmes enfouis (informatique),1
socialisation,1
linguistics / general,1
memetics,1
genetic psychology,1
applications programs (computers),1
garçons,1
virus informatiques,1
cognition (psychology),1
intelligent user interface,1
organizations & institutions,1
community development,1
microsoft .net framework,1
математика,1
вычислительная математика,1
computational mathematicsematics,1
data storage,1
data retrieval,1
fictitious characters,1
programmation scheme,1
programmation fonctionnelle (informatique),1
scheme (langage de programmation),1
scheme,1
scheme <programmiersprache>,1
pharmacologie moléculaire,1
pharmacologie expérimentale,1
techniques pharmaceutiques,1
chimie pharmaceutique,1
pharmacologie,1
modèles chimiques,1
biological sciences,1
drug guides,1
experimental pharmacology,1
drug discovery,1
investigative techniques,1
publication formats,1
publication characteristics,1
diagnostic and therapeutic techniques and equipment analytical,1
biological science disciplines,1
médicaments,1
artificial life in fiction,1
menschheit,1
biólogos,1
nevada,1
littérature américaine,1
roman policier américain,1
drug design,1
combinatorial chemistry techniques,1
molecular biologists,1
vida artificial,1
biología molecular,1
ciencia-ficción,1
biología molecular,1
nevada in fiction,1
nanotechnology in fiction,1
molecular biologists in fiction,1
digital electric filters,1
patient monitoring,1
space transportation,1
universities,1
chemical propulsion,1
laser materials,1
tennessee,1
electric propulsion,1
ames research center,1
ames research center. artificial intelligence research branch,1
end effectors,1
conception de,1
psychological aspects of engineering design,1
psychological aspects of work design,1
dragon 32 (computer),1
clones and cloning,1
structural vibration,1
mission planning,1
aerospace sciences,1
motor learning,1
fluid dynamics (space environment),1
testing-machines,1
geological surveys,1
telerobotics,1
adaptive filters,1
filters and filtration,1
highway communications,1
meta (computer program),1
structural failure,1
holography,1
flutter analysis,1
nondestructive tests,1
inorganic compounds,1
social aspects of electronic data processing,1
interpersonal communication,1
dualism,1
moral and ethical aspects of decision making,1
wide area networks (computer networks),1
computer simulations,1
work groups,1
interactive control,1
user manuals (computer programs),1
symbolic programming,1
mathemcatics,1
anthropomorphism,1
psychological aspects of computers,1
semantics (law),1
learning models (stochastic processes),1
qualia,1
psychologie philosophique bd 418,1
bd 418.5.,1
matière,1
reconnaissance des formes (informatique) .,1
physics and applied physics in engineering,1
mathematical and computational physics,1
collision avoidance,1
probability theory,1
life support systems (space environment),1
data bases,1
architecture (computers),1
narrative,1
narrative discourse analysis,1
educational application,1
junior high school students,1
military supplies,1
china. zhongguo ren min jie fang jun. hai jun,1
nichtverbale kommunikation,1
kongress 2008,1
neuropsychiatry,1
mental illness,1
ouvrages pour enfants,1
computer-assisted instruction for foreign speakers,1
pygmalion (greek mythology),1
cyborgs in popular culture,1
"""this volume",1
"presented during a symposium in memory of antonina starita which was held in pisa at the department of computer science.""",1
pref,1
information technology--psychological aspects,1
q335 .w554 2010,1
supplies and stores,1
psychologie comparée,1
intellect (philosophie),1
gas detectors,1
olfactometry,1
odors,1
in popular culture,1
galatea,1
sea nymph (greek deity),1
transport theory,1
application industrielle,1
health education,1
processus stochastiques,1
théorie de l'approximation,1
itération,1
lerntheorie,1
stochastischer prozess,1
metatheory,1
algebras,1
linear,1
wahrscheinlichkeit,1
wahrscheinlichkeitstheorie,1
probabilités,1
new york (n.y.),1
possibility in literature,1
dna viruses,1
imaginary worlds,1
facial expression,1
language arts & disciplines / journalism,1
informationsgesellschaft,1
informationsverhalten,1
soziale funktion,1
switching circuits,1
système objet,1
déduction,1
représentation objet,1
génération plan,1
stratégie recherche,1
definability theory (mathematical logic),1
unsicheres schlie€en,1
building,1
religious aspects of computers,1
information dissemination,1
communication networks,1
rand corporation,1
industrial costs,1
computer control systems,1
système production,1
calcul prédicat,1
sonja,1
ibm deutschland gmbh projekt lilog,1
ibm deutschland gmbh,1
qsar (biochemistry),1
musical perception,1
adjustment (psychology),1
affekt,1
autonomy (psychology),1
technique de la construction,1
civiele techniek,1
ingenieurbau,1
robocup-97 (1997 : nagoya-shi,1
robocup (conference) (1st : 1997 : nagoya-shi,1
world cup (soccer),1
kreatives denken,1
evidence,1
lingüística computacional,1
competence and performance (linguistics),1
mathematica (computer program language),1
contributions in artificial intelligence,1
history & surveys,1
chicago <ill.,1
2000>,1
bouwkunde,1
semiotics and literature,1
possibilité dans la littérature,1
narrativa,1
sémiotique et littérature,1
vertelkunst,1
fictie,1
ficção (gênero) (técnicas),1
internet (computer network),1
memory -- fiction,1
human-alien encounters -- fiction,1
survival -- fiction,1
fiction -- science fiction -- general,1
outer space -- exploration -- fiction,1
philip k. dick android project,1
readers (secondary),1
readers,1
nyelvtanulás,1
modèles linguistiques,1
neurolinguistique,1
schematheorie,1
q336 .a78 1987,1
neurobiologi,1
prognoser,1
virtuell verklighet,1
iteration sociale,1
social norms,1
machine=tools,1
machining,1
numerical control,1
fundamentele informatica,1
nyelvpszichológia,1
neurolingvisztika,1
cognition and culture,1
social aspects of autonomy (psychology),1
social aspects of cognition,1
normes sociales,1
soziales handeln,1
doelgericht gedrag,1
sociale normen,1
sozialverhalten,1
rich people,1
rich people -- fiction,1
immortality -- fiction,1
diffusion of innovations,1
birth (philosophy),1
donation of organs,1
tissues,1
genai,1
chemie,1
civil rights movements,1
planex,1
robots -- juvenile fiction,1
artificial intelligence -- juvenile fiction,1
frames (linguistics),1
uavs,1
emerging technologies,1
phange,1
e. coli,1
methane,1
imaging technology,1
human test subject research,1
cautionary tale,1
administracao escolar,1
applications en education,1
programmers,1
nanorobotics,1
reproduction,1
predation,1
grey goo,1
isotopes,1
thermite,1
symbiosis,1
basic (langage de programmation),1
micro-ordinateurs,1
langage intelligence artificielle,1
programmation par objets,1
cheminformatics,1
chimio-informatique,1
medical sciences,1
superman (philosophical concept),1
processus cognitif,1
urteilen,1
raisonnement (philosophie),1
theorieën,1
terminally ill,1
muscular dystrophy,1
teenagers with disabilities,1
terminally ill children,1
social aspects of mass media,1
nyt:hardcover-fiction=2011-06-26,1
словари,1
canadian science fiction,1
demography,1
fiction / war & military,1
securite,1
securite informatique,1
composition (language arts),1
industrial technicians,1
bildungsromans,1
feature films,1
artificial intelligence -- fiction.,1
shamans,1
méthodes graphiques,1
social aspects of communication,1
national physical laboratory (great britain),1
tk5105.5 .r69 1994,1
004.6/2/015193,1
spraakherkenning,1
informatiesystemen,1
dataprocessing,1
automatisch vertalen,1
informatiesysteemontwikkeling,1
algorithmes genetiques,1
teoria da computacao,1
programmation genetique (informatique),1
sources,1
early works to 1800,1
q335 .p46 1999,1
ace (computer),1
pilot ace (computer),1
linguagens formais e automatos,1
traitement reparti,1
wavelet theory,1
computer science (hardware & networks),1
moleculaire evolutie,1
algebraic functions,1
gps,1
military sociology,1
surhomme,1
übermensch,1
filosofische antropologie,1
nietzche,1
friedrich wilhelm,1
filosofia contemporanea,1
analyse automatique (linguistique),1
syntaxe,1
escapes,1
identity (psychology) in youth,1
question (logique),1
apprentissage par explication (intelligence artificielle),1
teknoloji ve uygarlık- tahmin,1
teknolojik tahmin,1
internal combustion engines,1
incertitude (theorie de l'information),1
purr-puss (programme d'ordinateur),1
lehrmaschine,1
informatieverwerking (computer),1
reading comprehension,1
reading,1
lecture,1
schema's,1
teen fiction,1
brain -- evolution,1
applications musicales,1
musique,1
musik,1
languages (study discipline),1
language (general communication),1
information resources,1
pollution,1
gestion de l'information,1
operations,1
surgical,1
surgical instruments,1
surgical operations,1
surgical procedures,1
gastroenterology,1
psychobiology,1
semiconductor industry,1
roving vehicles (astronautics),1
ignorance (theory of knowledge),1
microprogrammation,1
q335 .g37 1987,1
ruimtelijke waarneming,1
perception espace,1
programmation robot,1
banco de dados (gerenciamento),1
smart structures,1
methodes de simulation,1
simulation par ordinateurs,1
systemes biologiques,1
linguagem de programacao (outras),1
spie,1
semiconductors,1
battle school (imaginary place),1
krieg,1
außerirdische intelligenz,1
peter wiggin (fictitious character),1
siblings,1
generative grammar,1
treat (computer program),1
equipment design,1
onzekerheid,1
ungewissheit,1
rechterlijke besluitvorming,1
visual pattern recognition,1
réseaux de neurones,1
deutsche arbeitsgemeinschaft für mustererkennung symposium gnd,1
wiggin,1
ender (fictitious character),1
arms control,1
representation connaissance,1
modelisation,1
modalite  (logique),1
logique symbolique et mathe matique,1
ressources humaines,1
politique de l'emploi,1
manpower development,1
motorik,1
horen,1
ue/ce union européenne,1
esprit (programme),1
sehen,1
temps re el,1
semantiek,1
japanese language,1
technical reports,1
union catalogs,1
union lists,1
expert systems (computer science ),1
lernen,1
executives,1
rechenmaschine,1
hören,1
